Name,Reference,CPU,GPU,RAM,Storage,Refresh screen,Color,Price,Garentie,Availability
Pc Portable Gamer MSI Thin 15 B13U ,[B13UCX-2606XFR-24-SSW11P], I7-13620H , RTX 2050 4G , 24 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 735,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-16-W11P], Intel Core 5 210H , RTX 3050 6G , 16 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 739,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-W11P], I7-13620H , RTX 3050 6G , 8 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 749,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NF ,[FA506NF-HN005W-32], Ryzen 5 7535HS , RTX 2050 4G , 32 Go , Windows 11 ,N/A, Noir,"2 759,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13U ,[B13UCX-2606XFR-24-W], I7-13620H , RTX 2050 4G , 24 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 769,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 15-Fb3008nk ,[C65BFEA-16], Ryzen 5 8645HS , 16 Go DDR5 , 512 Go SSD , Windows 11 ,IPS, Noir,"2 769,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3258XFR-24-W11P], I5-13420H , RTX 3050 6G , 24 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 779,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-24-SS], Intel Core 5 210H , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"2 789,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VU-RP209], Intel Core 5 210H , RTX 4050 6G , 8 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"2 829,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IAX9 ,[83GS00UBFG-2Y-16], I5-12600HX , RTX 3050 6G , 16 Go DDR5 , 512 Go SSD ,antireflet, Windows 11 ,"2 829,000 DT",2,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-24], Intel Core 5 210H , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"2 829,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC162506RPHR005], Core 5 210H , RTX 3050 6G , 16 Go DDR5 , 512 Go SSD ,N/A, Bleu,"2 839,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-16], I7-13620H , RTX 3050 6G , 16 Go , 512 Go SSD ,144 Hz, Gris,"2 839,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-24-W11P-SS], Intel Core 5 210H , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 839,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NFR ,[BU-FA506NFR-HN005W-24], Ryzen 7 7435HS , RTX 2050 4G , 24 Go , 512 Go SSD ,N/A, Windows 11 ,"2 849,000 DT",1,En stock
Portable Gaming HP Victus Gaming 15-Fa2029nk ,[C65BCEA-32], I7-13620H , RTX 2050 4G , 32 Go , 512 Go SSD ,IPS, Windows 11 ,"2 849,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NFR ,[FA506NFR-HN005W-24], Ryzen 7 7435HS , RTX 2050 4G , 24 Go , 512 Go SSD ,N/A, Windows 11 ,"2 849,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VU ,[V3607VU-RP196W], Intel Core 5 210H , RTX 4050 6G , 16 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"2 869,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13U ,[B13UCX-2606XFR-32-SS], I7-13620H , RTX 2050 4G , 32 Go , 512 Go SSD ,144 Hz, Gris Cosmos,"2 869,000 DT",1,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R51TSSD-3Y-24], Ryzen 5 7640HS , 24 Go , 1 To SSD , RTX 3050 6G ,N/A, Windows 11,"2 879,000 DT",3,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-24-W11P], Intel Core 5 210H , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 879,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3258XFR-32], I5-13420H , RTX 3050 6G , 32 Go , 512 Go SSD ,144 Hz, Gris,"2 899,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13U ,[B13UCX-2606XFR-32], I7-13620H , RTX 2050 4G , 32 Go , 512 Go SSD ,144 Hz, Gris Cosmos Sac À Dos MSI Offert,"2 919,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-16-W11P], I7-13620H , RTX 3050 6G , 16 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 919,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 15-Fb3008nk ,[C65BFEA-24], Ryzen 5 8645HS , 24 Go DDR5 , 512 Go SSD , Windows 11 ,IPS, Noir,"2 919,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 16-R1004nk ,[AG2M2EA-24], I5-14450HX , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,IPS, Windows 11 ,"2 939,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 16-R1004nk ,[BU-AG2M2EA-24], I5-14450HX , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,IPS, Windows 11 ,"2 939,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IAX9 ,[83GS00SKFG-2Y-32], I5-12450HX , RTX 2050 4G , 32 Go DDR5 , 512 Go SSD ,antireflet, Windows 11 ,"2 949,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1494XFR], I5-13420H , RTX 4050 6G , 8 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"2 959,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13U ,[B13UCX-2606XFR-32W11P], I7-13620H , RTX 2050 4G , 32 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 969,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NCR ,[FA506NCR-HN028W-16], Ryzen 7 7435HS , RTX 3050 4G , 16 Go , 512 Go SSD ,N/A, Windows 11 ,"2 969,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IAX9 ,[83GS00UBFG-2Y-24], I5-12600HX , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,antireflet, Windows 11 ,"2 979,000 DT",2,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3258XFR-32-W11P], I5-13420H , RTX 3050 6G , 32 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"2 979,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-24], I7-13620H , RTX 3050 6G , 24 Go , 512 Go SSD ,144 Hz, Gris,"2 999,000 DT",1,En stock
Portable Gaming HP Victus Gaming 15-Fa2028nk ,[C65BBEA-24], I5-14450HX , RTX 3050 6G , 24 Go , 512 Go SSD ,IPS, Windows 11 ,"3 019,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-32], Intel Core 5 210H , RTX 3050 6G , 32 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 049,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W], Core 5 210H , RTX 3050 6G , 8 Go , 512 Go SSD ,IPS, Windows 11 ,"3 059,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 16-R1004nk ,[BU-AG2M2EA-32], I5-14450HX , RTX 3050 6G , 32 Go DDR5 , 512 Go SSD ,IPS, Windows 11+ SAC A DOS Hyper X Delta OFFERTE,"3 059,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC162506RPHR005-24], Core 5 210H , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,N/A, Bleu,"3 059,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NFR ,[FA506NFR-HN005W-32], Ryzen 7 7435HS , RTX 2050 4G , 32 Go , 512 Go SSD ,N/A, Windows 11 ,"3 069,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-24-W11P], I7-13620H , RTX 3050 6G , 24 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"3 079,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-32-W11P], Intel Core 5 210H , RTX 3050 6G , 32 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"3 099,000 DT",1,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R51TSSD-3Y-32], Ryzen 5 7640HS , 32 Go , 1 To SSD , RTX 3050 6G ,N/A, Windows 11,"3 099,000 DT",3,En stock
PC Portable ASUS TUF Gaming A15 FA506NCR ,[FA506NCR-HN028W-24], Ryzen 7 7435HS , RTX 3050 4G , 24 Go , 512 Go SSD ,N/A, Windows 11 ,"3 119,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VU-RP209-16], Intel Core 5 210H , RTX 4050 6G , 16 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 129,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 15-Fb3008nk ,[C65BFEA-32], Ryzen 5 8645HS , 32 Go DDR5 , 512 Go SSD , Windows 11 ,IPS, Noir,"3 139,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VU ,[V3607VU-RP196W-24], Intel Core 5 210H , RTX 4050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 169,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR], I7-13620H , RTX 4050 6G , 8 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 179,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-32], I7-13620H , RTX 3050 6G , 32 Go , 512 Go SSD ,144 Hz, Gris,"3 199,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IAX9 ,[83GS00UBFG-2Y-32], I5-12600HX , RTX 3050 6G , 32 Go DDR5 , 512 Go SSD ,antireflet, Windows 11 ,"3 205,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-W11P], I7-13620H , RTX 4050 6G , 8 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"3 229,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W-16], Core 5 210H , RTX 3050 6G , 16 Go , 512 Go SSD ,IPS, Windows 11 ,"3 249,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1494XFR-16], I5-13420H , RTX 4050 6G , 16 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 259,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-32-W11P], I7-13620H , RTX 3050 6G , 32 Go , 512 Go SSD ,144 Hz, Windows 11 Pro ,"3 279,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VU-RP209-24], Intel Core 5 210H , RTX 4050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 279,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC162506RPHR005-32], Core 5 210H , RTX 3050 6G , 32 Go DDR5 , 512 Go SSD ,N/A, Bleu,"3 279,000 DT",1,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R716512SSD-3Y], Ryzen 7 7840HS , RTX 4050 6G , 16 Go , 512 Go SSD ,N/A, Windows 11,"3 299,000 DT",3,En stock
Pc Portable Gamer ASUS V16 V3607VU ,[V3607VU-RP196W-32], Intel Core 5 210H , RTX 4050 6G , 32 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 319,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NCR ,[FA506NCR-HN028W-32], Ryzen 7 7435HS , RTX 3050 4G , 32 Go , 512 Go SSD ,N/A, Windows 11 ,"3 339,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[1494XFR-MAG255F], I5-13420H , RTX 4050 6G , 8 Go DDR5 , 512 Go SSD ,N/A," Avec Écran Gaming MSI MAG 24.5"" Full HD IPS ","3 359,000 DT",1,En stock
Pc Portable HP OmniBook X Flip 2-In-1 Next Gen AI 14-Fm0020nk ,[BU6V0EA], Ultra 5 226V , 16 Go , 512 Go SSD , Windows 11 ,N/A, Argent,"3 359,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1494XFR-24], I5-13420H , RTX 4050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 409,000 DT",1,En stock
Pc Portable Gamer MSI Katana 17 B13UDXK ,[B13UDXK-1439XFR-2Y], I7-13620H , RTX 3050 6G , 8 Go DDR5 , 512 Go SSD ,IPS, Noir,"3 419,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7], I7-13620H , RTX 4060 8G , 16 Go DDR5 , 1 To SSD ,N/A, Noir,"3 419,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W-24], Core 5 210H , RTX 3050 6G , 24 Go , 512 Go SSD ,IPS, Windows 11 ,"3 439,000 DT",1,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-W11P], I7-13620H , RTX 4060 8G , 16 Go DDR5 , 1 To SSD ,N/A, Windows 11 Pro ,"3 469,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-16], I7-13620H , RTX 4050 6G , 16 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 479,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF667VU-RL090W], I7-13620H , RTX 4050 6G , 8 Go DDR5 , 512 Go SSD ,IPS, Windows 11 ,"3 499,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VU-RP209-32], Intel Core 5 210H , RTX 4050 6G , 32 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 499,000 DT",1,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R716512SSD-3Y-24], Ryzen 7 7840HS , RTX 4050 6G , 24 Go , 512 Go SSD ,N/A, Windows 11,"3 519,000 DT",3,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-16-W11P], I7-13620H , RTX 4050 6G , 16 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"3 529,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WBFG-2Y], I5-13450HX , RTX 5050 8G , 16 Go DDR5 , 512 Go SSD ,antireflet, Gris,"3 599,000 DT",2,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VU-RL037W], Core 5 210H , RTX 4050 6G , 8 Go , 512 Go SSD ,IPS, Windows 11 ,"3 609,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR007], Core 7 240H , RTX 4050 6G , 16 Go DDR5 , 1 To SSD ,N/A, Bleu,"3 629,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-24], I7-13620H , RTX 4050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 629,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1494XFR-32], I5-13420H , RTX 4050 6G , 32 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 629,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00J9FG-2Y], I5-13450HX , RTX 5050 8G , 24 Go DDR5 , 512 Go SSD ,antireflet, Gris,"3 659,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-24-W11P], I7-13620H , RTX 4050 6G , 24 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"3 679,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W-32], Core 5 210H , RTX 3050 6G , 32 Go , 512 Go SSD ,IPS, Windows 11 ,"3 689,000 DT",1,En stock
Pc Portable Gamer MSI Katana 17 B13UDXK ,[B13UDXK-1439XFR-2Y-16], I7-13620H , RTX 3050 6G , 16 Go DDR5 , 512 Go SSD ,IPS, Noir,"3 719,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-24], I7-13620H , RTX 4060 8G , 24 Go DDR5 , 1 To SSD ,N/A, Noir,"3 719,000 DT",2,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R716512SSD-3Y-32], Ryzen 7 7840HS , RTX 4050 6G , 32 Go , 512 Go SSD ,N/A, Windows 11,"3 739,000 DT",3,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-32], I7-13620H , RTX 4050 6G , 32 Go DDR5 , 512 Go SSD ,144 Hz, Noir,"3 759,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15AHP10 ,[83JG002EFG-2Y-32], Ryzen 5 220 , RTX 5050 8G , 32 Go DDR5 , 512 Go SSD ,antireflet, Gris,"3 769,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-24-W11P], I7-13620H , RTX 4060 8G , 24 Go DDR5 , 1 To SSD ,N/A, Windows 11 Pro ,"3 769,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF667VU-RL090W-16], I7-13620H , RTX 4050 6G , 16 Go DDR5 , 512 Go SSD ,IPS, Windows 11 ,"3 799,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-32-W11P], I7-13620H , RTX 4050 6G , 32 Go DDR5 , 512 Go SSD ,144 Hz, Windows 11 Pro ,"3 809,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 B2RWFKG ,[B2RWFKG-232XFR], Core 5 210H , RTX 5060 8G , 8 Go DDR5 , 512 Go SSD ,niveau IPS, Noir,"3 819,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[1493XFR-MAG244F-MP223-C], I7-13620H , RTX 4050 6G , 8 Go DDR5 , 512 Go SSD ,N/A," Avec Écran Gaming MSI MAG 244F 24"" Full HD IPS ","3 829,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR007-24], Core 7 240H , RTX 4050 6G , 24 Go DDR5 , 1 To SSD ,N/A, Bleu,"3 849,000 DT",1,En stock
Pc Portable Gamer MSI Katana 17 B13UDXK ,[B13UDXK-1439XFR-2Y-24], I7-13620H , RTX 3050 6G , 24 Go DDR5 , 512 Go SSD ,IPS, Noir,"3 869,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-32], I7-13620H , RTX 4060 8G , 32 Go DDR5 , 1 To SSD ,N/A, Noir,"3 869,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[1493XFR-16-MAG255F], I7-13620H , RTX 4050 6G , 16 Go DDR5 , 512 Go SSD ,N/A," Avec Écran Gaming MSI 24.5"" Full HD IPS ","3 879,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WBFG-2Y-24], I5-13450HX , RTX 5050 8G , 24 Go DDR5 , 512 Go SSD ,antireflet, Gris,"3 899,000 DT",2,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VU-RL037W-16], Core 5 210H , RTX 4050 6G , 16 Go , 512 Go SSD ,IPS, Windows 11 ,"3 909,000 DT",1,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-32-W11P], I7-13620H , RTX 4060 8G , 32 Go DDR5 , 1 To SSD ,N/A, Windows 11 Pro ,"3 919,000 DT",2,En stock
Pc Portable Dell 14 Plus 2-En-1 ,[DB04250LNL202], Ultra 5 226V , 16 Go , 512 Go SSD , Windows 11 ,N/A, Bleu,"3 929,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF667VU-RL090W-24], I7-13620H , RTX 4050 6G , 24 Go DDR5 , 512 Go SSD ,IPS, Windows 11 ,"3 949,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WCFG-2Y], I7-13650HX , RTX 5050 8G , 16 Go DDR5 , 512 Go SSD ,antireflet, Gris,"3 959,000 DT",2,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00B8FG-2Y], I7-13650HX , RTX 5050 8G , 24 Go DDR5 , 512 Go SSD ,antireflet, Gris,"3 999,000 DT",2,En stock
